1,3243.79187,28444.07002,0.159205765,0,0,38.61166434
2,3240.873727,25510.8584,0.237686687,0,0,38.63476602
3,5420.916994,73690.26541,1.795485571,0,2.267171924,36.78079665
4,6726.90266,92261.65052,1.705861304,0,2.42714843,53.87042692
5,7117.804319,89591.60847,1.954612749,0,2.959067731,53.84412784
6,6656.919054,90167.29309,1.883436112,0,2.757292511,53.88586776
7,6718.720517,87120.75204,1.916744192,0,2.882590115,53.85832138
8,7247.317621,89107.7817,1.956977715,0,3.129311449,53.84526884
9,6834.327015,92607.43837,1.917674226,0,2.329835877,52.84506191
10,5470.166159,77440.72861,1.899505862,0,3.529341752,17.08963027
11,5709.796922,75716.20759,1.900901523,0,3.566206062,17.08963027
12,3951.999761,60293.01911,1.878390462,0,3.975727142,0
13,4464.297894,60296.50746,1.885922045,0,4.39878547,0
14,4232.236425,59675.41608,1.881957813,0,3.959689137,0
15,3710.69581,57915.64053,1.874309391,0,3.835720467,0
