1,627.5408632,17353.28646,0.006442385,0,0,8.523627616
2,621.487173,15782.33564,0.006380238,0,0,8.496310822
3,3534.798014,50169.31901,0.926288523,0,3.893126993,20.85207826
4,4974.69595,58692.61035,0.941070631,0,4.252252071,35.47588875
5,5328.276898,62850.24269,0.944700522,0,4.252657316,33.74561221
6,4912.081075,60147.91179,0.940427822,0,4.939975357,36.8654455
7,5062.434539,60537.65844,0.941971363,0,4.444558246,34.47463521
8,5416.376227,58243.88975,0.945604957,0,5.21813482,37.93906392
9,4316.199481,58620.73186,0.934310453,0,5.144773313,36.43961086
10,3381.491137,47013.2268,0.568714662,0,5.000893294,24.51027299
11,3090.874287,50023.95684,0.565731166,0,5.287964877,25.68572674
12,2903.182782,43160.8142,0.385804309,0,4.787816085,10.31372564
13,2859.967455,43849.86732,0.561799423,0,4.981205602,11.66784233
14,3032.912514,42598.98699,0.565136125,0,4.629435871,10.69005886
15,2812.084847,43595.40382,0.384869091,0,3.335567405,4.770521602
