2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
2.5,0.002,0.000185137,0.008,0.005,0.01,0.005,0.003
