Objective Value ($):,3.2959540155667844e6
Investment Cost ($): ,117806.26740999994
Transportation Cost ($): ,1.1633856224509878e6
Operating Cost ($)): ,119392.6242208473
Total Revenue ($): ,55.57509434587697
Total Supply Cost ($): ,0.0
Total Technologies Installed: ,0
Total Pellet Generated (t): ,0.0
Total Struvite Generated (t): ,0.0
P from fertilizers (t): ,28.955922389541733
N from fertilizers (t): ,351.0665092698008
Total excess P (t): ,16.051602326650062
Total excess N (t): ,127.68248239239081
